Date,Price,Open,High,Low,Change %
2019-12-31,80.003,79.859,80.244,79.81,0.0016
2019-12-30,79.8715,79.8115,80.0765,79.7465,0.0001
2019-12-27,79.8615,79.1235,80.0035,79.1165,0.0093
2019-12-26,79.1285,79.0635,79.2215,78.9955,0.0009
2019-12-25,79.0565,79.0425,79.1705,78.9285,0.0003
2019-12-24,79.035,78.976,79.049,78.844,0.0008
2019-12-23,78.9685,78.7415,79.0995,78.6845,0.0031
2019-12-20,78.7275,79.1595,79.2365,78.6615,-0.0055
2019-12-19,79.1665,78.9025,79.2945,78.8615,0.0033
2019-12-18,78.9025,79.2095,79.2525,78.8625,-0.0038
2019-12-17,79.204,79.014,79.295,78.877,0.0022
2019-12-16,79.0275,78.7505,79.1965,78.7505,0.0037
2019-12-13,78.7345,78.5365,79.2605,78.5225,0.0024
2019-12-12,78.5445,78.7005,79.0425,78.3725,-0.002
2019-12-11,78.7005,78.5425,78.8295,78.3675,0.0019
2019-12-10,78.5495,78.5215,78.6465,78.4065,0.0004
2019-12-09,78.521,78.805,78.847,78.521,-0.0039
2019-12-06,78.832,79.107,79.366,78.691,-0.0037
2019-12-05,79.1215,79.1995,79.4315,78.9765,-0.0007
2019-12-04,79.179,79.495,79.58,79.108,-0.0042
2019-12-03,79.5095,79.3585,79.6115,79.2365,0.0018
2019-12-02,79.3635,79.0375,79.4845,78.8635,0.004
2019-11-29,79.046,78.718,79.144,78.681,0.0041
2019-11-28,78.72,78.374,78.946,78.374,0.0044
2019-11-27,78.379,78.771,78.807,78.335,-0.005
2019-11-26,78.771,78.964,78.993,78.694,-0.0024
2019-11-25,78.9585,79.1245,79.1535,78.8745,-0.0023
2019-11-22,79.1435,79.3435,79.5925,79.0385,-0.0025
2019-11-21,79.341,79.452,79.651,79.298,-0.0013
2019-11-20,79.4445,79.5655,79.5945,79.3235,-0.0017
2019-11-19,79.5805,79.6565,79.7565,79.3205,-0.001
2019-11-18,79.6575,79.1815,79.7835,79.1535,0.0059
2019-11-15,79.1875,79.3255,79.3825,79.0255,-0.0018
2019-11-14,79.328,79.411,79.514,79.027,-0.0011
2019-11-13,79.4155,79.0415,79.4385,78.8725,0.0048
2019-11-12,79.0335,78.9635,79.0905,78.8315,0.0009
2019-11-11,78.963,78.653,79.072,78.583,0.0041
2019-11-08,78.6385,78.5295,78.8575,78.4795,0.0017
2019-11-07,78.5065,78.5795,78.7355,78.4075,-0.0009
2019-11-06,78.5765,78.3785,78.7775,78.3215,0.0025
2019-11-05,78.38,78.767,78.808,78.276,-0.005
2019-11-04,78.774,78.996,79.067,78.752,-0.0031
2019-11-01,79.0175,79.1565,79.3625,78.7565,-0.0018
2019-10-31,79.1565,79.1195,79.3645,78.9635,0.0006
2019-10-30,79.112,78.764,79.133,78.616,0.0043
2019-10-29,78.773,78.525,78.818,78.435,0.0031
2019-10-28,78.527,78.477,78.58,78.399,0.0007
2019-10-25,78.4685,78.8125,78.9695,78.3865,-0.0042
2019-10-24,78.803,78.713,79.206,78.677,0.001
2019-10-23,78.7205,78.7765,78.9835,78.6715,-0.0007
2019-10-22,78.7755,79.0705,79.1645,78.7185,-0.0038
2019-10-21,79.0745,79.2025,79.3735,78.9025,-0.0043
2019-10-18,79.4145,79.1395,79.4365,79.0335,0.0037
2019-10-17,79.125,79.018,79.288,78.896,0.0014
2019-10-16,79.014,78.889,79.149,78.721,0.0016
2019-10-15,78.886,78.566,79.001,78.516,0.0041
2019-10-14,78.5665,78.3205,78.6055,78.0335,0.0032
2019-10-11,78.3145,78.1325,78.5975,77.9925,0.0023
2019-10-10,78.1315,78.0265,78.4445,78.0105,0.0014
2019-10-09,78.026,78.036,78.171,77.896,0.0
2019-10-08,78.0285,77.8695,78.2805,77.8265,0.0021
2019-10-07,77.8675,77.7345,78.1015,77.7065,0.0015
2019-10-04,77.7515,77.8715,78.0205,77.6785,-0.0018
2019-10-03,77.8915,77.9735,78.2075,77.6305,-0.001
2019-10-02,77.973,77.737,78.017,77.52,0.003
2019-10-01,77.7375,77.0165,77.8355,76.9155,0.0095
2019-09-30,77.003,77.125,77.464,76.936,-0.0016
2019-09-27,77.1295,77.4925,77.5235,76.8935,-0.0049
2019-09-26,77.507,77.675,77.884,77.435,-0.0023
2019-09-25,77.682,78.21,78.295,77.647,-0.0068
2019-09-24,78.21,77.84,78.262,77.732,0.0049
2019-09-23,77.8295,78.2935,78.3725,77.7505,-0.0061
2019-09-20,78.3105,78.8155,78.9515,78.1075,-0.0063
2019-09-19,78.805,78.455,79.012,78.405,0.0042
