Date,Price,Open,High,Low,Vol.,Change %
2013-06-05,5923.85,5908.3,5935.2,5883.7,110.22M,0.0007
2013-06-04,5919.45,5941.1,5981.6,5910.25,114.45M,-0.0033
2013-06-03,5939.3,5997.35,6011.0,5916.35,112.12M,-0.0078
2013-05-31,5985.95,6098.7,6106.25,5975.55,175.31M,-0.0226
2013-05-30,6124.05,6072.15,6133.75,6072.15,194.09M,0.0032
2013-05-29,6104.3,6120.45,6125.05,6069.8,120.21M,-0.0011
2013-05-28,6111.25,6086.35,6127.65,6055.4,139.67M,0.0046
2013-05-27,6083.15,5989.4,6099.9,5975.55,115.12M,0.0166
2013-05-24,5983.55,6010.7,6015.3,5936.8,161.62M,0.0028
2013-05-23,5967.05,6050.4,6081.45,5955.7,198.93M,-0.0209
2013-05-22,6094.5,6127.05,6147.6,6074.45,133.76M,-0.0032
2013-05-21,6114.1,6152.35,6180.25,6102.35,130.59M,-0.007
2013-05-20,6156.9,6198.0,6229.45,6146.05,122.25M,-0.0049
2013-05-17,6187.3,6172.95,6199.95,6146.15,147.28M,0.0028
2013-05-16,6169.9,6128.25,6187.3,6128.25,158.64M,0.0038
2013-05-15,6146.75,6018.85,6157.1,6018.85,153.89M,0.0252
2013-05-14,5995.4,5989.7,6026.2,5970.05,119.27M,0.0025
2013-05-13,5980.45,6098.2,6104.95,5972.9,107.95M,-0.0208
2013-05-11,6107.25,6088.2,6114.55,6084.15,7.99M,0.0021
2013-05-10,6094.75,6046.25,6105.3,6045.6,111.35M,0.0074
2013-05-09,6050.15,6078.35,6084.7,6040.45,110.00M,-0.0032
2013-05-08,6069.3,6064.15,6083.55,6024.95,122.28M,0.0043
2013-05-07,6043.55,5983.45,6050.5,5982.95,136.37M,0.0121
2013-05-06,5971.05,5944.9,5976.5,5928.45,110.17M,0.0046
2013-05-03,5944.0,5993.5,6000.3,5930.15,145.75M,-0.0092
2013-05-02,5999.35,5911.4,6019.45,5910.95,162.38M,0.0117
2013-04-30,5930.2,5932.6,5962.3,5867.8,153.19M,0.0044
2013-04-29,5904.1,5877.6,5918.65,5868.8,118.88M,0.0056
2013-04-26,5871.45,5899.75,5907.05,5860.5,141.31M,-0.0076
2013-04-25,5916.3,5856.1,5924.6,5853.3,199.60M,0.0136
2013-04-23,5836.9,5843.1,5844.3,5791.55,132.22M,0.0004
2013-04-22,5834.4,5789.85,5844.85,5789.8,135.10M,0.0089
2013-04-18,5783.1,5682.7,5794.35,5681.85,149.88M,0.0166
2013-04-17,5688.7,5708.65,5732.15,5669.0,154.58M,0.0
2013-04-16,5688.95,5562.45,5699.25,5555.85,142.68M,0.0216
2013-04-15,5568.4,5508.5,5592.85,5500.3,142.92M,0.0072
2013-04-12,5528.55,5520.7,5544.5,5494.9,127.32M,-0.0117
2013-04-11,5594.0,5601.65,5610.65,5542.85,146.83M,0.0064
2013-04-10,5558.7,5536.25,5569.25,5477.2,128.56M,0.0116
2013-04-09,5495.1,5568.75,5603.05,5487.0,138.18M,-0.0086
2013-04-08,5542.95,5550.5,5569.2,5537.05,97.02M,-0.0019
2013-04-05,5553.25,5568.1,5577.3,5534.7,137.46M,-0.0039
2013-04-04,5574.75,5640.65,5644.45,5565.65,134.59M,-0.0173
2013-04-03,5672.9,5740.2,5744.95,5650.1,140.71M,-0.0131
2013-04-02,5748.1,5701.7,5754.6,5687.15,106.42M,0.0077
2013-04-01,5704.4,5697.35,5720.95,5675.9,97.78M,0.0038
2013-03-28,5682.55,5647.75,5692.95,5604.85,209.66M,0.0073
2013-03-26,5641.6,5613.75,5655.3,5612.05,126.50M,0.0014
2013-03-25,5633.85,5707.3,5718.4,5624.4,150.39M,-0.0031
2013-03-22,5651.35,5659.8,5691.45,5631.8,165.29M,-0.0013
2013-03-21,5658.75,5705.9,5757.75,5647.95,179.18M,-0.0063
2013-03-20,5694.4,5740.55,5745.3,5682.3,187.62M,-0.009
2013-03-19,5745.95,5859.5,5863.6,5724.3,182.31M,-0.0153
2013-03-18,5835.25,5816.75,5850.2,5814.35,102.66M,-0.0064
2013-03-15,5872.6,5914.9,5945.65,5861.0,152.16M,-0.0062
2013-03-14,5908.95,5845.95,5920.15,5791.75,149.01M,0.0099
2013-03-13,5851.2,5884.8,5893.85,5842.25,116.71M,-0.0106
2013-03-12,5914.1,5944.6,5952.0,5893.65,115.94M,-0.0048
2013-03-11,5942.35,5946.1,5971.2,5930.35,125.39M,-0.0006
2013-03-08,5945.7,5883.65,5952.85,5883.0,150.78M,0.0141
2013-03-07,5863.3,5801.3,5878.0,5801.3,134.68M,0.0077
2013-03-06,5818.6,5816.4,5828.7,5795.05,156.90M,0.0059
2013-03-05,5784.25,5722.45,5790.1,5722.4,154.41M,0.015
2013-03-04,5698.5,5704.7,5712.0,5663.6,144.89M,-0.0037
2013-03-01,5719.7,5702.45,5739.45,5679.9,174.52M,0.0047
2013-02-28,5693.05,5834.35,5849.9,5671.9,334.85M,-0.0179
2013-02-27,5796.9,5784.9,5818.2,5749.7,175.17M,0.0062
2013-02-26,5761.35,5838.3,5838.85,5748.6,157.36M,-0.016
2013-02-25,5854.75,5870.55,5878.4,5825.0,125.13M,0.0008
2013-02-22,5850.3,5837.95,5873.8,5835.8,157.05M,-0.0003
2013-02-21,5852.25,5909.65,5921.15,5844.4,159.40M,-0.0153
2013-02-20,5943.05,5966.3,5971.0,5937.55,135.35M,0.0006
2013-02-19,5939.7,5900.2,5947.55,5883.15,100.99M,0.007
2013-02-18,5898.2,5888.65,5911.0,5878.45,114.28M,0.0018
2013-02-15,5887.4,5869.95,5899.95,5853.9,125.09M,-0.0016
2013-02-14,5896.95,5933.2,5940.2,5884.55,143.83M,-0.0061
2013-02-13,5932.95,5943.15,5969.5,5922.95,142.64M,0.0018
2013-02-12,5922.5,5894.35,5927.65,5886.45,142.84M,0.0042
2013-02-11,5897.85,5920.05,5924.15,5879.1,121.96M,-0.001
2013-02-08,5903.5,5929.1,5953.7,5883.65,192.61M,-0.0059
2013-02-07,5938.8,5936.45,5978.5,5927.6,157.65M,-0.0034
2013-02-06,5959.2,5988.05,5990.9,5953.15,157.82M,0.0004
2013-02-05,5956.9,5948.2,5970.35,5946.9,136.23M,-0.0051
2013-02-04,5987.25,6025.2,6038.5,5981.25,141.74M,-0.0019
2013-02-01,5998.9,6040.95,6052.95,5983.2,159.27M,-0.0059
2013-01-31,6034.75,6045.65,6058.05,6025.15,168.52M,-0.0035
2013-01-30,6055.75,6065.0,6071.95,6044.15,124.22M,0.001
2013-01-29,6049.9,6064.7,6111.8,6042.45,157.55M,-0.0041
2013-01-28,6074.8,6082.1,6088.4,6061.4,113.11M,0.0
2013-01-25,6074.65,6024.5,6080.55,6014.45,147.59M,0.0092
2013-01-24,6019.35,6046.2,6065.3,6007.85,185.21M,-0.0058
2013-01-23,6054.3,6052.85,6069.8,6021.15,136.99M,0.001
2013-01-22,6048.5,6080.15,6101.3,6040.5,129.04M,-0.0056
2013-01-21,6082.3,6085.75,6094.35,6065.1,130.87M,0.003
2013-01-18,6064.4,6059.85,6083.4,6048.3,186.46M,0.0042
2013-01-17,6039.2,6001.25,6053.2,5988.1,178.96M,0.0062
2013-01-16,6001.85,6049.0,6055.95,5992.05,128.99M,-0.009
2013-01-15,6056.6,6037.85,6068.5,6018.6,138.36M,0.0054
2013-01-14,6024.05,5967.2,6036.9,5962.15,134.71M,0.0122
2013-01-11,5951.3,6012.4,6018.85,5940.6,128.02M,-0.0029
2013-01-10,5968.65,5998.8,6005.15,5947.3,129.77M,-0.0005
2013-01-09,5971.5,6006.2,6020.1,5958.45,129.64M,-0.005
2013-01-08,6001.7,5983.45,6007.05,5964.4,109.94M,0.0022
2013-01-07,5988.4,6042.15,6042.15,5977.15,110.25M,-0.0046
2013-01-04,6016.15,6011.95,6020.75,5981.55,113.23M,0.0011
2013-01-03,6009.5,6015.8,6017.0,5986.55,99.99M,0.0027
2013-01-02,5993.25,5982.6,6006.05,5982.0,116.06M,0.0071
2013-01-01,5950.85,5937.65,5963.9,5935.2,77.90M,0.0077
2012-12-31,5905.1,5901.2,5919.0,5897.15,64.81M,-0.0006
2012-12-28,5908.35,5887.15,5915.75,5879.5,89.67M,0.0065
2012-12-27,5870.1,5930.2,5930.8,5864.7,139.61M,-0.006
2012-12-26,5905.6,5864.95,5917.3,5859.55,83.87M,0.0085
2012-12-24,5855.75,5869.0,5871.9,5844.7,85.34M,0.0014
2012-12-21,5847.7,5888.0,5888.0,5841.65,141.15M,-0.0116
2012-12-20,5916.4,5934.45,5937.6,5881.45,123.91M,-0.0022
2012-12-19,5929.6,5917.3,5939.4,5910.8,149.44M,0.0056
2012-12-18,5896.8,5873.6,5905.8,5823.15,148.91M,0.0066
2012-12-17,5857.9,5860.5,5886.05,5850.15,109.55M,-0.0037
2012-12-14,5879.6,5846.9,5886.1,5839.15,115.16M,0.0048
2012-12-13,5851.5,5900.35,5907.45,5841.35,136.62M,-0.0062
2012-12-12,5888.0,5917.8,5924.6,5874.25,132.67M,-0.0018
2012-12-11,5898.8,5923.8,5965.15,5865.45,137.42M,-0.0017
2012-12-10,5908.9,5916.05,5919.95,5888.1,95.98M,0.0003
2012-12-07,5907.4,5934.0,5949.85,5888.65,127.61M,-0.004
2012-12-06,5930.9,5926.3,5942.55,5838.9,140.27M,0.0052
2012-12-05,5900.5,5906.6,5917.8,5891.35,139.65M,0.0019
2012-12-04,5889.25,5866.8,5894.95,5859.0,131.02M,0.0031
2012-12-03,5870.95,5878.25,5899.15,5854.6,113.42M,-0.0015
2012-11-30,5879.85,5836.0,5885.25,5827.85,257.05M,0.0094
2012-11-29,5825.0,5736.7,5833.5,5736.1,207.30M,0.017
2012-11-27,5727.45,5658.5,5733.2,5658.0,134.41M,0.0162
2012-11-26,5635.9,5648.65,5649.2,5623.45,79.29M,0.0017
2012-11-23,5626.6,5635.45,5637.75,5593.55,85.08M,-0.0002
2012-11-22,5627.75,5628.6,5643.35,5608.0,94.06M,0.0023
2012-11-21,5614.8,5582.5,5620.2,5561.4,105.15M,0.0078
2012-11-20,5571.55,5604.8,5613.7,5548.35,107.48M,0.0
2012-11-19,5571.4,5577.3,5592.75,5549.25,106.99M,-0.0005
2012-11-16,5574.05,5624.8,5650.15,5559.8,121.90M,-0.0101
2012-11-15,5631.0,5650.35,5651.65,5603.55,133.98M,-0.0063
2012-11-13,5666.95,5689.7,5698.25,5660.35,16.52M,-0.0029
2012-11-12,5683.7,5688.45,5718.9,5665.75,92.70M,-0.0004
2012-11-09,5686.25,5731.1,5751.7,5677.75,98.76M,-0.0091
2012-11-08,5738.75,5709.0,5744.5,5693.95,117.59M,-0.0037
2012-11-07,5760.1,5718.6,5777.3,5711.4,133.74M,0.0062
2012-11-06,5724.4,5694.1,5730.8,5693.65,115.02M,0.0035
2012-11-05,5704.2,5693.05,5709.2,5679.5,74.83M,0.0011
2012-11-02,5697.7,5696.35,5711.3,5682.55,111.16M,0.0093
2012-11-01,5645.05,5609.85,5649.75,5601.95,107.39M,0.0045
2012-10-31,5619.7,5596.75,5624.4,5583.05,112.08M,0.0039
2012-10-30,5597.9,5656.35,5689.9,5589.9,116.68M,-0.0119
2012-10-29,5665.6,5665.2,5698.3,5645.1,93.56M,0.0002
2012-10-26,5664.3,5683.55,5697.2,5641.75,101.66M,-0.0072
2012-10-25,5705.3,5688.8,5718.75,5685.7,158.34M,0.0024
2012-10-23,5691.4,5715.65,5720.8,5681.45,81.50M,-0.0045
2012-10-22,5717.15,5667.6,5721.55,5658.05,103.37M,0.0058
2012-10-19,5684.25,5703.3,5711.7,5660.0,124.26M,-0.006
2012-10-18,5718.7,5675.3,5722.5,5650.55,144.10M,0.0103
2012-10-17,5660.25,5681.1,5684.35,5633.9,123.97M,0.0022
2012-10-16,5648.0,5705.6,5714.0,5635.6,117.42M,-0.0069
2012-10-15,5687.25,5674.25,5693.7,5651.05,93.69M,0.002
2012-10-12,5676.05,5681.7,5725.0,5659.35,130.08M,-0.0056
2012-10-11,5708.05,5663.5,5721.1,5636.95,148.28M,0.0099
2012-10-10,5652.15,5671.15,5686.5,5647.05,126.29M,-0.0092
2012-10-09,5704.6,5708.15,5728.65,5677.9,119.30M,0.005
2012-10-08,5676.0,5751.85,5751.85,5666.2,142.32M,-0.0123
2012-10-05,5746.95,5815.0,5815.35,4888.2,255.57M,-0.007
2012-10-04,5787.6,5751.55,5807.25,5751.35,179.19M,0.0098
2012-10-03,5731.25,5727.7,5743.25,5715.8,173.22M,0.0022
2012-10-01,5718.8,5704.75,5722.95,5694.0,128.04M,0.0027
2012-09-28,5703.3,5684.8,5735.15,5683.45,173.26M,0.0095
2012-09-27,5649.5,5673.75,5693.7,5639.7,238.99M,-0.0025
2012-09-26,5663.45,5653.4,5672.8,5638.65,170.77M,-0.0018
2012-09-25,5673.9,5674.9,5702.7,5652.45,341.39M,0.0008
2012-09-24,5669.6,5691.95,5709.85,5662.75,210.42M,-0.0038
2012-09-21,5691.15,5577.0,5720.0,5575.45,278.02M,0.0246
2012-09-20,5554.25,5536.95,5581.35,5534.9,165.68M,-0.0082
2012-09-18,5600.05,5602.4,5620.55,5586.45,175.49M,-0.0018
2012-09-17,5610.0,5631.75,5652.2,5585.15,258.91M,0.0058
2012-09-14,5577.65,5528.35,5586.65,5526.95,233.78M,0.0262
2012-09-13,5435.35,5435.2,5447.45,5421.85,110.77M,0.0008
2012-09-12,5431.0,5404.45,5435.55,5393.95,139.92M,0.0076
2012-09-11,5390.0,5336.1,5393.35,5332.1,112.88M,0.005
2012-09-10,5363.45,5361.9,5375.45,5349.1,109.61M,0.0009
2012-09-08,5358.7,5343.65,5366.3,5343.45,11.22M,0.0031
2012-09-07,5342.1,5309.45,5347.15,5309.2,149.58M,0.0198
2012-09-06,5238.4,5217.65,5260.6,5217.65,134.01M,0.0024
2012-09-05,5225.7,5243.9,5259.5,5215.7,126.16M,-0.0092
2012-09-04,5274.0,5249.15,5278.35,5233.2,106.32M,0.0039
2012-09-03,5253.75,5276.5,5295.8,5243.15,110.38M,-0.0009
2012-08-31,5258.5,5298.2,5303.25,5238.9,167.39M,-0.0106
2012-08-30,5315.05,5268.6,5342.8,5255.05,226.49M,0.0052
2012-08-29,5287.8,5343.85,5345.5,5282.7,157.47M,-0.0088
2012-08-28,5334.6,5348.05,5359.25,5312.6,123.68M,-0.0029
2012-08-27,5350.25,5387.85,5399.15,5346.65,89.99M,-0.0068
2012-08-24,5386.7,5392.6,5399.65,5371.0,114.35M,-0.0053
2012-08-23,5415.35,5426.15,5448.6,5393.85,128.00M,0.0005
2012-08-22,5412.85,5395.75,5433.35,5394.8,103.10M,-0.0015
2012-08-21,5421.0,5368.7,5425.15,5368.7,124.34M,0.0102
2012-08-17,5366.3,5368.6,5399.95,5341.7,134.98M,0.0006
2012-08-16,5362.95,5385.95,5390.65,5356.65,134.00M,-0.0032
2012-08-14,5380.35,5343.25,5387.05,5328.8,109.79M,0.0061
2012-08-13,5347.9,5316.35,5352.45,5309.05,107.58M,0.0052
2012-08-10,5320.4,5308.2,5330.1,5294.1,130.09M,-0.0005
2012-08-09,5322.95,5348.3,5368.2,5312.1,181.42M,-0.0028
2012-08-08,5338.0,5345.25,5377.6,5331.05,165.96M,0.0002
2012-08-07,5336.7,5295.4,5350.1,5281.65,130.43M,0.0103
2012-08-06,5282.55,5260.85,5293.2,5260.85,103.15M,0.0128
2012-08-03,5215.7,5195.6,5220.2,5164.65,112.92M,-0.0023
2012-08-02,5227.75,5233.1,5236.9,5209.95,92.97M,-0.0024
2012-08-01,5240.5,5220.7,5246.35,5212.65,113.82M,0.0022
2012-07-31,5229.0,5214.85,5234.55,5154.05,147.06M,0.0056
2012-07-30,5199.8,5129.75,5206.6,5129.75,117.52M,0.0196
2012-07-27,5099.85,5124.3,5149.95,5077.5,131.95M,0.0113
2012-07-26,5043.0,5126.3,5126.3,5032.4,180.13M,-0.013
2012-07-25,5109.6,5118.4,5121.6,5076.6,130.97M,-0.0036
2012-07-24,5128.2,5128.8,5144.0,5103.25,116.52M,0.002
2012-07-23,5117.95,5163.25,5164.2,5108.1,104.77M,-0.0167
2012-07-20,5205.1,5233.55,5238.7,5197.5,89.73M,-0.0072
2012-07-19,5242.7,5249.85,5257.75,5233.15,109.77M,0.0051
2012-07-18,5216.3,5199.1,5222.85,5169.05,109.65M,0.0045
2012-07-17,5192.85,5228.05,5236.7,5181.7,111.77M,-0.0008
2012-07-16,5197.25,5232.35,5246.85,5190.45,106.31M,-0.0057
2012-07-13,5227.25,5242.75,5267.15,5216.85,99.05M,-0.0015
2012-07-12,5235.25,5240.0,5261.75,5217.7,131.19M,-0.0134
2012-07-11,5306.3,5315.25,5336.45,5300.25,113.53M,-0.0073
2012-07-10,5345.35,5286.6,5348.55,5284.55,123.95M,0.0133
2012-07-09,5275.15,5283.7,5300.6,5257.75,101.17M,-0.0079
2012-07-06,5316.95,5324.7,5327.2,5287.75,113.30M,-0.0019
2012-07-05,5327.3,5297.05,5333.65,5288.85,118.92M,0.0047
2012-07-04,5302.55,5310.4,5317.65,5273.3,156.00M,0.0028
2012-07-03,5287.95,5298.85,5317.0,5265.95,133.12M,0.0018
2012-07-02,5278.6,5283.85,5302.15,5263.35,126.16M,-0.0001
2012-06-29,5278.9,5191.25,5286.25,5189.0,226.52M,0.0252
2012-06-28,5149.15,5148.95,5159.05,5125.3,143.07M,0.0014
2012-06-27,5141.9,5149.45,5160.1,5129.25,112.27M,0.0041
2012-06-26,5120.8,5107.45,5134.55,5095.5,99.41M,0.0012
2012-06-25,5114.65,5158.5,5194.6,5105.65,123.50M,-0.0061
2012-06-22,5146.05,5101.75,5159.8,5094.0,159.75M,-0.0037
2012-06-21,5165.0,5097.35,5170.4,5093.45,142.99M,0.0087
2012-06-20,5120.55,5114.55,5141.7,5100.7,160.51M,0.0033
2012-06-19,5103.85,5050.8,5113.6,5048.1,149.42M,0.0078
2012-06-18,5064.25,5174.0,5190.2,5041.7,153.46M,-0.0146
2012-06-15,5139.05,5069.55,5146.2,5069.15,155.44M,0.0167
2012-06-14,5054.75,5105.1,5130.0,5047.6,118.35M,-0.013
2012-06-13,5121.45,5117.55,5144.9,5095.45,125.67M,0.0011
2012-06-12,5115.9,5015.5,5128.9,5015.15,135.48M,0.0122
2012-06-11,5054.1,5096.7,5124.45,5040.7,125.62M,-0.0028
2012-06-08,5068.35,5044.25,5084.45,4994.8,138.39M,0.0037
2012-06-07,5049.65,5035.35,5059.65,5007.75,150.56M,0.0105
2012-06-06,4997.1,4886.65,5010.45,4886.15,185.34M,0.0275
2012-06-05,4863.3,4869.45,4898.95,4847.7,141.48M,0.0031
2012-06-04,4848.15,4797.3,4858.3,4770.35,152.34M,0.0014
2012-06-01,4841.6,4910.85,4925.0,4831.75,138.77M,-0.0168
2012-05-31,4924.25,4896.1,4949.25,4883.55,296.91M,-0.0054
2012-05-30,4950.75,4964.25,4982.25,4944.9,146.00M,-0.0079
2012-05-29,4990.1,5005.35,5020.15,4982.15,124.22M,0.0009
2012-05-28,4985.65,4931.7,4994.95,4931.3,97.26M,0.0133
2012-05-25,4920.4,4905.95,4935.8,4889.35,118.19M,-0.0002
2012-05-24,4921.4,4863.4,4931.9,4830.15,140.48M,0.0177
2012-05-23,4835.65,4843.0,4853.75,4803.95,136.11M,-0.0051
2012-05-22,4860.5,4954.7,4956.35,4849.9,130.81M,-0.0093
2012-05-21,4906.05,4888.5,4937.5,4888.5,116.51M,0.003
2012-05-18,4891.45,4796.4,4908.5,4788.95,154.51M,0.0044
2012-05-17,4870.2,4878.6,4922.25,4850.2,155.65M,0.0025
2012-05-16,4858.25,4875.3,4882.25,4837.05,165.05M,-0.0171
2012-05-15,4942.8,4869.85,4955.2,4868.55,142.12M,0.0071
2012-05-14,4907.8,4934.35,4957.2,4874.5,126.95M,-0.0043
2012-05-11,4928.9,4938.85,4976.25,4906.15,138.53M,-0.0074
2012-05-10,4965.7,4984.15,5039.3,4950.3,141.03M,-0.0018
2012-05-09,4974.8,4967.9,5016.25,4956.45,180.44M,-0.005
2012-05-08,4999.95,5114.7,5119.95,4983.6,164.26M,-0.0223
2012-05-07,5114.15,5017.8,5124.75,4988.0,168.27M,0.0054
2012-05-04,5086.85,5166.65,5177.2,5070.6,153.30M,-0.0196
2012-05-03,5188.4,5211.2,5217.3,5180.65,118.57M,-0.0097
2012-05-02,5239.15,5254.3,5279.6,5226.45,119.33M,-0.0017
2012-04-30,5248.15,5201.45,5262.15,5201.45,108.14M,0.0111
2012-04-27,5190.6,5189.0,5223.05,5154.3,128.76M,0.0003
2012-04-26,5189.0,5214.75,5215.6,5179.05,185.90M,-0.0025
2012-04-25,5202.0,5222.2,5236.1,5160.65,142.91M,-0.004
2012-04-24,5222.65,5215.9,5232.35,5180.35,155.68M,0.0042
2012-04-23,5200.6,5277.4,5310.55,5187.15,138.04M,-0.0171
2012-04-20,5290.85,5313.95,5336.15,5245.45,135.25M,-0.0078
2012-04-19,5332.4,5320.6,5342.45,5291.3,133.55M,0.0061
2012-04-18,5300.0,5320.7,5342.0,5293.45,152.74M,0.0019
2012-04-17,5289.7,5266.6,5298.2,5208.35,178.90M,0.0122
2012-04-16,5226.2,5190.6,5233.5,5183.5,119.73M,0.0036
2012-04-13,5207.45,5255.7,5306.75,5185.4,164.23M,-0.0132
2012-04-12,5276.85,5246.75,5290.6,5246.75,152.68M,0.0096
2012-04-11,5226.85,5209.45,5263.65,5190.8,167.01M,-0.0032
2012-04-10,5243.6,5254.1,5255.8,5211.85,156.11M,0.0018
2012-04-09,5234.4,5282.5,5287.9,5228.0,111.92M,-0.0166
2012-04-04,5322.9,5328.65,5338.4,5305.3,122.11M,-0.0066
2012-04-03,5358.5,5353.2,5378.75,5344.45,152.50M,0.0076
2012-04-02,5317.9,5296.35,5331.55,5278.8,134.54M,0.0042
2012-03-30,5295.55,5206.6,5307.1,5203.65,164.79M,0.0225
2012-03-29,5178.85,5145.95,5194.3,5135.95,242.56M,-0.0031
2012-03-28,5194.75,5231.7,5236.55,5169.6,145.80M,-0.0092
2012-03-27,5243.15,5242.95,5277.95,5184.65,208.78M,0.0114
2012-03-26,5184.25,5274.35,5274.95,5174.9,169.79M,-0.0178
2012-03-23,5278.2,5255.65,5312.0,5220.0,172.74M,0.0095
2012-03-22,5228.45,5361.1,5385.95,5205.65,205.58M,-0.0254
2012-03-21,5364.95,5267.2,5372.35,5256.0,199.79M,0.0171
2012-03-20,5274.85,5257.15,5297.35,5233.25,181.34M,0.0034
2012-03-19,5257.05,5337.35,5340.7,5238.55,179.88M,-0.0114
2012-03-16,5317.9,5380.35,5445.65,5305.0,267.52M,-0.0116
2012-03-15,5380.5,5462.5,5462.5,5362.3,160.26M,-0.0153
2012-03-14,5463.9,5490.55,5499.4,5437.8,181.71M,0.0063
2012-03-13,5429.5,5391.05,5438.65,5390.8,179.96M,0.0131
2012-03-12,5359.55,5420.1,5421.9,5327.3,176.67M,0.0049
2012-03-09,5333.55,5294.1,5342.3,5291.6,203.01M,0.0217
2012-03-07,5220.45,5207.05,5243.85,5171.45,230.73M,-0.0004
2012-03-06,5222.4,5266.0,5382.05,5206.4,290.40M,-0.011
2012-03-05,5280.35,5342.55,5344.5,5265.7,196.42M,-0.0147
2012-03-03,5359.4,5360.05,5369.6,5353.4,16.77M,0.0
2012-03-02,5359.35,5369.45,5392.55,5315.05,185.02M,0.0037
2012-03-01,5339.75,5366.0,5372.45,5297.5,196.87M,-0.0084
2012-02-29,5385.2,5424.95,5458.8,5352.25,226.02M,0.0018
2012-02-28,5375.5,5310.5,5391.1,5306.45,208.13M,0.0179
2012-02-27,5281.2,5448.1,5449.8,5268.15,235.32M,-0.0273
2012-02-24,5429.3,5479.15,5521.4,5405.9,364.66M,-0.0098
2012-02-23,5483.3,5490.05,5537.4,5460.8,307.25M,-0.004
2012-02-22,5505.35,5609.75,5629.95,5491.35,263.01M,-0.0182
2012-02-21,5607.15,5561.9,5621.5,5561.75,231.13M,0.0077
2012-02-17,5564.3,5574.2,5606.7,5545.2,329.31M,0.0077
2012-02-16,5521.95,5513.75,5531.4,5483.75,270.06M,-0.0018
2012-02-15,5531.95,5460.6,5542.1,5460.6,314.37M,0.0214
2012-02-14,5416.05,5380.8,5428.05,5377.95,201.41M,0.0048
2012-02-13,5390.2,5382.1,5421.05,5351.4,181.56M,0.0016
2012-02-10,5381.6,5399.8,5427.75,5341.05,225.35M,-0.0057
2012-02-09,5412.35,5343.05,5423.4,5338.9,255.31M,0.0082
2012-02-08,5368.15,5343.8,5396.9,5325.2,236.14M,0.0062
2012-02-07,5335.15,5412.95,5413.35,5322.95,181.20M,-0.0049
2012-02-06,5361.65,5379.45,5390.05,5327.25,215.08M,0.0067
2012-02-03,5325.85,5276.1,5334.85,5255.55,217.36M,0.0106
2012-02-02,5269.9,5272.1,5289.95,5225.75,337.96M,0.0065
2012-02-01,5235.7,5198.15,5244.6,5159.0,234.90M,0.007
2012-01-31,5199.25,5125.25,5215.4,5120.15,215.77M,0.022
2012-01-30,5087.3,5163.55,5166.15,5076.7,181.14M,-0.0226
2012-01-27,5204.7,5216.75,5217.0,5162.4,215.92M,0.009
2012-01-25,5158.3,5151.5,5174.15,5130.25,219.18M,0.006
2012-01-24,5127.35,5064.8,5141.05,5049.8,202.01M,0.0161
2012-01-23,5046.25,5025.35,5059.55,5021.35,158.18M,-0.0005
2012-01-20,5048.6,5044.85,5064.15,5004.3,221.05M,0.006
2012-01-19,5018.4,4995.0,5023.8,4991.4,203.49M,0.0126
2012-01-18,4955.8,4977.75,4980.65,4931.05,211.20M,-0.0023
2012-01-17,4967.3,4904.5,4975.55,4904.0,223.00M,0.0192
2012-01-16,4873.9,4844.0,4880.8,4827.05,160.48M,0.0016
2012-01-13,4866.0,4861.95,4898.85,4834.2,230.94M,0.0072
2012-01-12,4831.25,4840.95,4869.2,4803.9,183.07M,-0.0061
2012-01-11,4860.95,4863.15,4877.2,4841.6,209.08M,0.0024
2012-01-10,4849.55,4771.85,4855.9,4768.25,201.66M,0.0225
2012-01-09,4742.8,4747.55,4758.7,4695.45,147.54M,-0.0009
2012-01-07,4746.9,4755.6,4759.4,4743.05,187.84M,-0.0015
2012-01-06,4754.1,4724.15,4794.9,4686.85,176.06M,0.0009
2012-01-05,4749.95,4749.0,4779.8,4730.15,177.86M,0.0001
2012-01-04,4749.65,4774.95,4782.85,4728.85,165.94M,-0.0033
2012-01-03,4765.3,4675.8,4773.1,4675.8,146.62M,0.0277
2012-01-02,4636.75,4640.2,4645.95,4588.05,108.46M,0.0027
2011-12-30,4624.3,4659.95,4690.45,4608.9,113.90M,-0.0047
2011-12-29,4646.25,4681.15,4701.8,4639.05,146.00M,-0.0127
2011-12-28,4705.8,4756.2,4756.2,4685.65,117.46M,-0.0094
2011-12-27,4750.5,4780.2,4800.5,4723.65,104.83M,-0.006
2011-12-26,4779.0,4718.15,4787.25,4718.15,90.85M,0.0138
2011-12-23,4714.0,4763.2,4763.45,4693.2,141.98M,-0.0042
2011-12-22,4733.85,4636.9,4740.6,4632.95,170.79M,0.0087
2011-12-21,4693.15,4636.45,4707.35,4601.95,211.31M,0.0328
2011-12-20,4544.2,4635.8,4637.25,4531.15,195.30M,-0.0149
2011-12-19,4613.1,4623.15,4623.15,4555.9,176.45M,-0.0083
2011-12-16,4651.6,4752.5,4818.85,4628.2,202.06M,-0.02
2011-12-15,4746.35,4712.8,4768.65,4673.85,200.32M,-0.0035
2011-12-14,4763.25,4788.7,4839.55,4750.4,176.25M,-0.0078
2011-12-13,4800.6,4733.6,4824.7,4728.5,181.04M,0.0076
2011-12-12,4764.6,4906.85,4910.25,4755.55,178.34M,-0.021
2011-12-09,4866.7,4870.75,4918.35,4841.75,173.61M,-0.0156
