Date,Price,Open,High,Low,Vol.,Change %
2008-11-04,3142.1,3050.25,3152.3,2985.0,304.61M,0.0323
2008-11-03,3043.85,2885.4,3062.05,2885.4,240.43M,0.0548
2008-10-31,2885.6,2696.3,2921.35,2696.3,320.46M,0.0699
2008-10-29,2697.05,2685.3,2781.25,2631.9,361.64M,0.0046
2008-10-28,2684.6,2526.2,2695.95,2526.2,512.06M,0.0635
2008-10-27,2524.2,2583.75,2585.3,2252.75,341.12M,-0.0231
2008-10-24,2584.0,2936.25,2936.25,2525.05,348.59M,-0.122
2008-10-23,2943.15,3064.8,3085.1,2917.15,234.03M,-0.0398
2008-10-22,3065.15,3234.7,3235.75,3051.8,171.32M,-0.0525
2008-10-21,3234.9,3125.4,3254.85,3117.35,225.59M,0.0359
2008-10-20,3122.8,3108.2,3238.4,3058.95,185.82M,0.0158
2008-10-17,3074.35,3269.05,3335.95,3046.6,193.32M,-0.0596
2008-10-16,3269.3,3333.85,3333.85,3099.9,234.08M,-0.0207
2008-10-15,3338.4,3517.9,3518.5,3324.55,163.72M,-0.0512
2008-10-14,3518.65,3494.1,3648.25,3491.5,177.53M,0.008
2008-10-13,3490.7,3272.9,3510.2,3272.9,195.17M,0.0643
2008-10-10,3279.95,3502.05,3502.05,3198.95,283.84M,-0.0665
2008-10-08,3513.65,3604.4,3604.4,3329.45,228.58M,-0.0258
2008-10-07,3606.6,3606.95,3732.65,3537.0,210.22M,0.0012
2008-10-06,3602.35,3817.3,3820.85,3581.6,157.49M,-0.0566
2008-10-03,3818.3,3953.55,3969.55,3804.85,172.52M,-0.0335
2008-10-01,3950.75,3921.85,4000.5,3861.25,149.83M,0.0075
2008-09-30,3921.2,3848.7,3966.85,3715.05,217.10M,0.0185
2008-09-29,3850.05,3990.2,3997.55,3777.3,187.24M,-0.0339
2008-09-26,3985.25,4108.75,4110.7,3970.35,133.85M,-0.0305
2008-09-25,4110.55,4162.15,4172.6,4077.5,217.96M,-0.0122
2008-09-24,4161.25,4125.75,4207.95,4115.85,156.07M,0.0083
2008-09-23,4126.9,4223.9,4224.7,4117.9,125.53M,-0.0228
2008-09-22,4223.05,4248.95,4303.25,4202.4,136.00M,-0.0052
2008-09-19,4245.25,4040.8,4262.65,4040.8,205.15M,0.0513
2008-09-18,4038.15,4005.25,4050.1,3799.55,203.05M,0.0075
2008-09-17,4008.25,4074.8,4116.7,3974.6,153.24M,-0.0164
2008-09-16,4074.9,4072.55,4090.1,3919.35,159.50M,0.0005
2008-09-15,4072.9,4231.95,4237.25,3955.4,147.16M,-0.0368
2008-09-12,4228.45,4291.6,4323.9,4200.15,145.75M,-0.0144
2008-09-11,4290.3,4397.25,4399.3,4272.75,116.72M,-0.025
2008-09-10,4400.25,4467.5,4467.5,4382.35,134.79M,-0.0153
2008-09-09,4468.7,4485.15,4497.5,4418.95,95.55M,-0.003
2008-09-08,4482.3,4358.3,4558.0,4358.3,117.22M,0.0299
2008-09-05,4352.3,4444.7,4444.7,4328.9,108.53M,-0.0215
2008-09-04,4447.75,4512.95,4514.6,4419.45,114.63M,-0.0125
2008-09-02,4504.0,4358.85,4522.4,4343.1,129.29M,0.0357
2008-09-01,4348.65,4356.1,4365.0,4281.35,82.97M,-0.0026
2008-08-29,4360.0,4230.6,4368.8,4230.6,111.46M,0.0346
2008-08-28,4214.0,4290.75,4304.5,4201.85,160.48M,-0.0182
2008-08-27,4292.1,4336.85,4364.25,4282.65,84.38M,-0.0105
2008-08-26,4337.5,4335.2,4345.05,4283.3,86.26M,0.0005
2008-08-25,4335.35,4317.95,4398.8,4317.95,79.24M,0.0018
2008-08-22,4327.45,4283.85,4337.0,4248.0,101.44M,0.0102
2008-08-21,4283.85,4416.2,4418.55,4271.3,91.31M,-0.0299
2008-08-20,4415.75,4365.45,4434.9,4365.45,89.40M,0.0109
2008-08-19,4368.25,4393.1,4393.7,4316.55,96.48M,-0.0056
2008-08-18,4393.05,4430.7,4447.4,4379.85,96.20M,-0.0085
2008-08-14,4430.7,4524.2,4529.8,4421.25,94.98M,-0.0217
2008-08-13,4529.05,4548.05,4572.65,4497.25,105.39M,-0.0051
2008-08-12,4552.25,4620.95,4649.85,4525.75,123.23M,-0.0147
2008-08-11,4620.4,4529.35,4625.2,4529.35,112.94M,0.0201
2008-08-08,4529.5,4518.35,4546.35,4464.0,114.20M,0.0012
2008-08-07,4523.85,4515.25,4580.15,4493.7,133.71M,0.0014
2008-08-06,4517.55,4506.25,4615.9,4503.9,175.50M,0.0033
2008-08-05,4502.85,4395.8,4515.15,4376.0,193.93M,0.0245
2008-08-04,4395.35,4426.1,4436.15,4362.9,131.34M,-0.0041
2008-08-01,4413.55,4331.6,4422.95,4235.7,178.08M,0.0186
2008-07-31,4332.95,4314.35,4342.0,4285.55,199.68M,0.0045
2008-07-30,4313.55,4191.2,4327.0,4191.2,151.94M,0.0295
2008-07-29,4189.85,4332.2,4332.2,4159.15,125.81M,-0.0328
2008-07-28,4332.1,4282.25,4352.65,4282.25,111.11M,0.0047
2008-07-25,4311.85,4440.85,4440.85,4297.15,161.63M,-0.0274
2008-07-24,4433.55,4476.2,4539.45,4385.85,176.95M,-0.0097
2008-07-23,4476.8,4246.7,4491.55,4246.7,233.62M,0.0558
2008-07-22,4240.1,4158.45,4262.45,4137.95,165.65M,0.0194
2008-07-21,4159.5,4092.2,4168.15,4072.75,136.66M,0.0164
2008-07-18,4092.25,3962.95,4110.55,3926.3,175.07M,0.0367
2008-07-17,3947.2,3823.15,3968.75,3823.15,179.94M,0.0342
2008-07-16,3816.7,3861.55,3920.05,3790.2,175.51M,-0.0115
2008-07-15,3861.1,4039.3,4040.7,3835.5,141.87M,-0.0442
2008-07-14,4039.7,4047.45,4118.1,4004.25,125.91M,-0.0023
2008-07-11,4049.0,4166.0,4215.5,4014.45,136.82M,-0.0272
2008-07-10,4162.2,4155.65,4187.95,4110.4,146.41M,0.0012
2008-07-09,4157.1,3990.9,4169.4,3990.9,144.53M,0.0423
2008-07-08,3988.55,4028.7,4028.7,3896.05,135.09M,-0.0103
2008-07-07,4030.0,4002.0,4114.5,4002.0,125.74M,0.0035
2008-07-04,4016.0,3926.65,4033.5,3896.4,152.04M,0.023
2008-07-03,3925.75,4094.6,4097.35,3874.85,154.49M,-0.0409
2008-07-02,4093.35,3895.3,4107.15,3848.25,199.76M,0.0505
2008-07-01,3896.75,4039.75,4075.4,3878.2,164.47M,-0.0356
2008-06-30,4040.55,4136.25,4163.0,4021.7,144.49M,-0.0232
2008-06-27,4136.65,4315.3,4315.3,4119.2,177.16M,-0.0415
2008-06-26,4315.85,4252.6,4324.75,4230.0,195.95M,0.0149
2008-06-25,4252.65,4189.6,4264.55,4093.2,151.94M,0.0147
2008-06-24,4191.1,4271.05,4305.9,4156.1,132.37M,-0.0176
2008-06-23,4266.4,4351.15,4351.15,4225.5,126.31M,-0.0187
2008-06-20,4347.55,4504.2,4532.0,4333.6,133.10M,-0.0348
2008-06-19,4504.25,4582.55,4585.7,4488.95,102.14M,-0.0171
2008-06-18,4582.4,4652.8,4679.75,4569.9,136.86M,-0.0152
2008-06-17,4653.0,4572.5,4664.05,4561.75,107.12M,0.0176
2008-06-16,4572.5,4536.3,4617.7,4536.3,111.42M,0.0123
2008-06-13,4517.1,4539.5,4563.35,4491.35,139.53M,-0.0049
2008-06-12,4539.35,4524.4,4550.0,4392.0,163.97M,0.0035
2008-06-11,4523.6,4469.65,4541.05,4468.05,166.12M,0.0166
2008-06-10,4449.8,4522.0,4522.55,4369.8,165.41M,-0.0114
2008-06-09,4500.95,4626.45,4626.45,4411.6,175.25M,-0.0274
2008-06-06,4627.8,4680.55,4746.3,4614.25,132.09M,-0.0105
2008-06-05,4676.95,4586.95,4690.6,4536.25,168.87M,0.0199
2008-06-04,4585.6,4718.7,4731.5,4564.5,154.82M,-0.0276
2008-06-03,4715.9,4739.3,4739.3,4634.0,140.73M,-0.005
2008-06-02,4739.6,4869.25,4908.8,4713.0,118.40M,-0.0268
2008-05-30,4870.1,4844.05,4908.85,4833.45,138.62M,0.0072
2008-05-29,4835.3,4926.3,4957.4,4801.9,194.90M,-0.0169
2008-05-28,4918.35,4862.7,4926.9,4835.65,140.74M,0.012
2008-05-27,4859.8,4877.15,4932.0,4846.2,120.40M,-0.0031
2008-05-26,4875.05,4953.6,4953.6,4858.0,124.35M,-0.0145
2008-05-23,4946.55,5026.55,5059.05,4940.7,152.37M,-0.0157
2008-05-22,5025.45,5117.0,5118.9,5010.7,113.50M,-0.018
2008-05-21,5117.65,5105.7,5135.55,5048.7,163.03M,0.0025
2008-05-20,5104.95,5157.0,5160.05,5072.4,157.36M,-0.0102
2008-05-16,5157.7,5115.65,5167.4,5106.4,153.20M,0.0083
2008-05-15,5115.25,5010.9,5118.55,4999.6,150.79M,0.0207
2008-05-14,5011.75,4958.45,5026.1,4932.05,147.69M,0.0109
2008-05-13,4957.8,5008.6,5066.0,4943.75,158.38M,-0.0109
2008-05-12,5012.65,4981.0,5021.75,4913.8,150.70M,0.006
2008-05-09,4982.6,5070.85,5087.65,4969.4,142.29M,-0.0195
2008-05-08,5081.7,5135.8,5143.05,5062.45,127.17M,-0.0105
2008-05-07,5135.5,5156.7,5159.05,5101.25,153.38M,-0.0018
2008-05-06,5144.65,5192.35,5206.5,5110.9,131.31M,-0.0092
2008-05-05,5192.25,5227.25,5254.5,5182.6,125.63M,-0.0069
2008-05-02,5228.2,5265.3,5298.85,5197.6,131.24M,0.0121
2008-04-30,5165.9,5198.35,5230.75,5155.85,146.21M,-0.0057
2008-04-29,5195.5,5092.4,5210.9,5082.15,214.91M,0.0208
2008-04-28,5089.65,5112.5,5147.45,5079.15,110.78M,-0.0043
2008-04-25,5111.7,4999.15,5117.7,4999.15,134.45M,0.0224
2008-04-24,4999.85,5022.9,5072.7,4991.35,154.29M,-0.0046
2008-04-23,5022.8,5044.35,5083.5,5003.55,144.56M,-0.0052
2008-04-22,5049.3,5037.05,5074.25,4994.05,126.75M,0.0024
2008-04-21,5037.0,4955.9,5053.4,4955.9,110.42M,0.0159
2008-04-17,4958.4,4890.6,4984.95,4889.65,135.28M,0.0145
2008-04-16,4887.3,4881.65,4951.4,4874.05,137.21M,0.0016
2008-04-15,4879.65,4779.95,4917.1,4708.3,152.08M,0.0213
2008-04-11,4777.8,4734.35,4817.4,4727.25,132.77M,0.0095
2008-04-10,4733.0,4747.55,4799.5,4720.9,150.14M,-0.003
2008-04-09,4747.05,4707.05,4758.25,4667.5,101.41M,0.0079
2008-04-08,4709.65,4760.65,4769.55,4677.8,113.75M,-0.0108
2008-04-07,4761.2,4631.35,4798.55,4628.8,124.93M,0.0246
2008-04-04,4647.0,4766.7,4791.7,4632.7,131.51M,-0.0261
2008-04-03,4771.6,4753.9,4833.25,4738.2,124.59M,0.0037
2008-04-02,4754.2,4741.4,4916.75,4741.4,114.66M,0.0031
2008-04-01,4739.55,4735.65,4800.75,4628.75,119.88M,0.0011
2008-03-31,4734.5,4942.15,4947.0,4703.85,147.20M,-0.042
2008-03-28,4942.0,4830.0,4970.8,4796.35,162.59M,0.0231
2008-03-27,4830.25,4828.8,4863.75,4769.6,180.12M,0.0003
2008-03-26,4828.85,4878.7,4912.3,4808.65,126.10M,-0.01
2008-03-25,4877.5,4616.8,4896.8,4616.8,142.37M,0.0581
2008-03-24,4609.85,4576.8,4649.45,4539.8,123.98M,0.0078
2008-03-19,4573.95,4534.75,4718.4,4533.9,158.51M,0.009
2008-03-18,4533.0,4519.9,4617.95,4468.55,169.44M,0.0066
2008-03-17,4503.1,4745.45,4745.45,4482.1,143.35M,-0.0511
2008-03-14,4745.8,4623.8,4758.95,4607.55,135.57M,0.0264
2008-03-13,4623.6,4868.7,4868.8,4580.15,137.64M,-0.051
2008-03-12,4872.0,4869.75,5019.2,4854.75,135.04M,0.0013
2008-03-11,4865.9,4796.3,4888.5,4732.85,158.76M,0.0136
2008-03-10,4800.4,4767.8,4814.95,4620.5,155.88M,0.006
2008-03-07,4771.6,4918.3,4918.3,4672.25,145.78M,-0.0304
2008-03-05,4921.4,4866.85,4936.75,4847.25,114.72M,0.0117
2008-03-04,4864.25,4958.55,4976.7,4812.95,150.84M,-0.0179
2008-03-03,4953.0,5222.8,5222.8,4936.05,150.74M,-0.0518
2008-02-29,5223.5,5285.0,5290.8,5098.35,165.09M,-0.0117
2008-02-28,5285.1,5266.35,5302.85,5227.15,107.98M,0.0032
2008-02-27,5268.4,5271.4,5368.15,5249.75,89.57M,-0.0003
2008-02-26,5270.05,5200.8,5281.2,5200.8,86.10M,0.0133
2008-02-25,5200.7,5112.25,5212.35,5055.15,78.36M,0.0176
2008-02-22,5110.75,5183.4,5184.0,5092.8,72.07M,-0.0156
2008-02-21,5191.8,5156.9,5241.35,5120.05,89.88M,0.0072
2008-02-20,5154.45,5267.15,5267.15,5116.3,89.87M,-0.0239
2008-02-19,5280.8,5278.4,5368.45,5262.0,88.67M,0.0007
2008-02-18,5276.9,5304.45,5348.6,5224.0,77.58M,-0.0049
2008-02-15,5302.9,5202.85,5315.4,5104.75,110.54M,0.0194
2008-02-14,5202.0,4944.65,5220.25,4944.65,106.43M,0.0553
2008-02-13,4929.45,4836.55,4986.55,4836.55,104.07M,0.0188
2008-02-12,4838.25,4877.85,4949.6,4820.45,102.36M,-0.0039
2008-02-11,4857.0,5120.55,5126.4,4803.6,125.73M,-0.0514
2008-02-08,5120.35,5132.1,5173.85,5034.25,108.95M,-0.0025
2008-02-07,5133.25,5322.55,5344.6,5113.85,103.09M,-0.0356
2008-02-06,5322.55,5470.4,5470.4,5257.05,106.12M,-0.0294
2008-02-05,5483.9,5463.75,5500.6,5412.95,96.49M,0.0037
2008-02-04,5463.5,5315.55,5545.2,5315.55,105.72M,0.0275
2008-02-01,5317.25,5140.6,5339.95,5090.75,106.70M,0.035
2008-01-31,5137.45,5172.25,5251.65,5071.15,187.49M,-0.0058
2008-01-30,5167.6,5283.75,5314.3,5142.25,101.26M,-0.0214
2008-01-29,5280.8,5279.55,5391.6,5225.25,98.43M,0.0013
2008-01-28,5274.1,5380.95,5380.95,5071.0,94.47M,-0.0203
2008-01-25,5383.35,5035.05,5399.25,5035.05,105.88M,0.0695
2008-01-24,5033.45,5208.0,5357.2,4995.8,145.35M,-0.0327
2008-01-23,5203.4,4903.05,5328.05,4891.6,172.63M,0.0621
2008-01-22,4899.3,5203.35,5203.35,4448.5,200.60M,-0.0594
2008-01-21,5208.8,5705.0,5705.0,4977.1,211.34M,-0.087
2008-01-18,5705.3,5907.75,5908.75,5677.0,135.74M,-0.0352
2008-01-17,5913.2,5937.95,6013.15,5880.3,127.18M,-0.0038
2008-01-16,5935.75,6065.0,6065.0,5825.75,152.50M,-0.0228
2008-01-15,6074.25,6226.35,6260.45,6053.3,117.68M,-0.0214
2008-01-14,6206.8,6208.8,6244.15,6172.0,110.91M,0.0011
2008-01-11,6200.1,6166.65,6224.2,6112.55,125.14M,0.007
2008-01-10,6156.95,6278.1,6347.0,6142.9,133.66M,-0.0183
2008-01-09,6272.0,6287.55,6338.3,6231.25,120.85M,-0.0025
2008-01-08,6287.85,6282.45,6357.1,6221.6,162.56M,0.0014
2008-01-07,6279.1,6271.0,6289.8,6193.35,139.61M,0.0008
2008-01-04,6274.3,6179.1,6300.05,6179.1,147.63M,0.0155
2008-01-03,6178.55,6184.25,6230.15,6126.4,156.36M,-0.0001
2008-01-02,6179.4,6144.7,6197.0,6060.85,110.35M,0.0057
2008-01-01,6144.35,6136.75,6165.35,6109.85,81.31M,0.0009
2007-12-31,6138.6,6095.0,6167.75,6095.0,85.02M,0.0097
2007-12-28,6079.7,6079.55,6098.6,6021.9,79.58M,-0.0003
2007-12-27,6081.5,6069.0,6110.85,6060.2,149.99M,0.0018
2007-12-26,6070.75,5988.45,6085.25,5988.45,90.83M,0.0143
2007-12-24,5985.1,5771.3,6001.05,5771.3,100.42M,0.0379
2007-12-20,5766.5,5751.75,5799.5,5742.75,79.15M,0.0027
2007-12-19,5751.15,5730.25,5840.8,5676.7,88.36M,0.0015
2007-12-18,5742.3,5777.6,5874.6,5710.6,109.46M,-0.006
2007-12-17,5777.0,6037.95,6039.95,5740.6,108.21M,-0.0448
2007-12-14,6047.7,6056.2,6078.55,6015.05,100.56M,-0.0017
2007-12-13,6058.1,6159.25,6185.4,6040.4,120.31M,-0.0164
2007-12-12,6159.3,6067.05,6175.65,6005.45,130.76M,0.0102
2007-12-11,6097.25,5960.4,6111.2,5960.4,115.31M,0.0229
2007-12-10,5960.6,5974.0,6015.3,5923.35,86.34M,-0.0023
2007-12-07,5974.3,5963.6,6042.1,5894.8,123.11M,0.0033
2007-12-06,5954.7,5941.05,6027.05,5919.8,154.95M,0.0025
2007-12-05,5940.0,5861.9,5949.3,5859.95,120.15M,0.0139
2007-12-04,5858.35,5870.2,5897.25,5840.3,107.50M,-0.0011
2007-12-03,5865.0,5765.45,5878.8,5754.6,111.92M,0.0177
2007-11-30,5762.75,5633.9,5782.55,5632.65,170.46M,0.0227
2007-11-29,5634.6,5617.8,5725.0,5612.1,301.03M,0.003
2007-11-28,5617.55,5699.55,5749.95,5595.5,97.58M,-0.0141
2007-11-27,5698.15,5729.25,5743.55,5655.6,96.31M,-0.0059
2007-11-26,5731.7,5611.3,5772.55,5608.95,127.10M,0.0219
2007-11-23,5608.6,5524.3,5638.6,5514.75,102.01M,0.0162
2007-11-22,5519.35,5564.65,5608.65,5394.35,149.03M,-0.0075
2007-11-21,5561.05,5778.8,5790.05,5530.85,129.73M,-0.038
2007-11-20,5780.9,5911.25,5923.7,5755.8,127.22M,-0.0215
2007-11-19,5907.65,5908.05,5981.8,5893.8,104.83M,0.0001
2007-11-16,5906.85,5913.15,5948.05,5817.4,129.79M,-0.0009
2007-11-15,5912.1,5942.7,5966.95,5895.65,146.64M,-0.0043
2007-11-14,5937.9,5703.95,5950.2,5700.05,173.24M,0.0426
2007-11-13,5695.4,5612.35,5758.85,5591.6,156.34M,0.0139
2007-11-12,5617.1,5660.6,5660.6,5477.5,138.68M,-0.0081
2007-11-09,5663.25,5703.45,5794.2,5614.9,213.90M,-0.0062
2007-11-08,5698.75,5779.3,5780.8,5646.75,141.33M,-0.0145
2007-11-07,5782.35,5782.4,5861.35,5744.3,171.69M,-0.0007
2007-11-06,5786.5,5847.1,5957.2,5759.95,244.85M,-0.0104
2007-11-05,5847.3,5931.9,5948.55,5819.6,169.01M,-0.0143
2007-11-02,5932.4,5854.85,5944.75,5714.25,164.84M,0.0112
2007-11-01,5866.45,5903.8,6011.95,5837.2,270.20M,-0.0058
2007-10-31,5900.65,5868.9,5952.25,5861.3,168.16M,0.0054
2007-10-30,5868.75,5917.55,5976.0,5833.9,176.83M,-0.0063
2007-10-29,5905.9,5708.9,5922.5,5708.9,173.58M,0.0357
2007-10-26,5702.3,5564.25,5716.9,5513.35,164.40M,0.0239
2007-10-25,5568.95,5499.05,5605.95,5469.3,188.74M,0.0132
2007-10-24,5496.15,5477.6,5577.9,5419.4,166.88M,0.0041
2007-10-23,5473.7,5185.3,5488.5,5176.85,145.84M,0.0559
2007-10-22,5184.0,5202.75,5247.4,5070.9,131.80M,-0.006
2007-10-19,5215.3,5360.35,5390.85,5101.75,181.01M,-0.0254
2007-10-18,5351.0,5551.1,5736.8,5269.65,202.75M,-0.0375
2007-10-17,5559.3,5658.9,5658.9,5107.3,186.85M,-0.0192
2007-10-16,5668.05,5670.65,5708.35,5578.45,174.11M,-0.0004
2007-10-15,5670.4,5428.35,5682.65,5419.9,160.99M,0.0446
2007-10-12,5428.25,5525.3,5549.3,5402.6,174.47M,-0.0175
2007-10-11,5524.85,5438.9,5532.75,5424.25,130.84M,0.0153
2007-10-10,5441.45,5328.15,5454.7,5328.15,184.94M,0.0214
2007-10-09,5327.25,5062.65,5348.7,5000.95,139.86M,0.0476
2007-10-08,5085.1,5186.25,5249.3,5024.75,111.43M,-0.0194
2007-10-05,5185.85,5208.15,5248.55,5164.5,93.29M,-0.0044
2007-10-04,5208.65,5211.65,5233.1,5126.05,127.31M,-0.0004
2007-10-03,5210.8,5069.0,5261.35,5034.15,187.72M,0.028
2007-10-01,5068.95,5021.5,5089.3,5001.35,132.21M,0.0095
2007-09-28,5021.35,4996.45,5055.8,4996.45,137.76M,0.0042
2007-09-27,5000.55,4942.7,5016.4,4942.7,172.14M,0.0122
2007-09-26,4940.5,4937.6,4980.85,4930.35,117.67M,0.0003
2007-09-25,4938.85,4939.1,4953.9,4878.15,140.29M,0.0013
2007-09-24,4932.2,4837.15,4941.15,4837.15,147.58M,0.0196
2007-09-21,4837.55,4752.95,4855.7,4733.7,161.39M,0.019
2007-09-20,4747.55,4734.85,4760.85,4721.15,93.97M,0.0032
2007-09-19,4732.35,4550.25,4739.0,4550.25,108.52M,0.0409
2007-09-18,4546.2,4494.1,4551.8,4481.55,56.39M,0.0115
2007-09-17,4494.65,4518.45,4549.05,4482.85,51.25M,-0.0052
2007-09-14,4518.0,4530.0,4582.6,4508.85,71.20M,-0.0024
2007-09-13,4528.95,4498.05,4540.6,4498.05,59.33M,0.0071
2007-09-12,4496.85,4498.65,4531.5,4490.4,66.79M,0.0
2007-09-11,4497.05,4509.65,4538.6,4487.15,80.05M,-0.0024
2007-09-10,4507.85,4506.85,4515.25,4452.95,68.94M,-0.0004
2007-09-07,4509.5,4518.65,4547.75,4499.9,58.01M,-0.002
2007-09-06,4518.6,4475.7,4522.5,4445.55,60.55M,0.0096
2007-09-05,4475.85,4479.6,4507.75,4458.55,73.80M,-0.0008
2007-09-04,4479.25,4481.55,4501.3,4460.4,72.43M,0.001
2007-09-03,4474.75,4466.65,4490.55,4452.4,82.24M,0.0024
2007-08-31,4464.0,4412.6,4471.3,4403.0,83.58M,0.0117
2007-08-30,4412.3,4360.35,4422.3,4359.75,128.10M,0.0122
2007-08-29,4359.3,4317.7,4368.6,4226.35,85.95M,0.0089
2007-08-28,4320.7,4302.4,4329.15,4280.6,62.00M,0.0042
2007-08-27,4302.6,4193.6,4310.0,4193.6,62.77M,0.0268
2007-08-24,4190.15,4113.05,4201.45,4110.05,63.18M,0.0183
2007-08-23,4114.95,4160.1,4249.85,4100.8,94.00M,-0.0092
2007-08-22,4153.15,4081.25,4165.7,4040.15,88.28M,0.0192
2007-08-21,4074.9,4209.55,4238.1,4058.55,75.55M,-0.0319
2007-08-20,4209.05,4108.95,4262.6,4108.95,68.78M,0.0246
2007-08-17,4108.05,4171.1,4171.1,4002.2,135.96M,-0.0169
2007-08-16,4178.6,4366.0,4366.0,4171.15,96.56M,-0.0438
2007-08-14,4370.2,4373.9,4394.3,4354.35,43.44M,-0.0008
2007-08-13,4373.65,4324.65,4383.8,4324.65,49.07M,0.0093
2007-08-10,4333.35,4393.6,4395.5,4239.2,81.66M,-0.0159
2007-08-09,4403.2,4462.25,4530.05,4390.8,78.45M,-0.0132
2007-08-08,4462.1,4357.0,4472.15,4356.75,68.39M,0.0243
2007-08-07,4356.35,4341.5,4406.4,4341.5,62.46M,0.0039
2007-08-06,4339.5,4404.05,4404.05,4267.15,63.59M,-0.0141
2007-08-03,4401.55,4355.75,4428.1,4355.75,62.86M,0.0104
2007-08-02,4356.35,4356.35,4399.75,4327.0,71.07M,0.0024
2007-08-01,4345.85,4528.85,4532.9,4339.75,104.23M,-0.0404
2007-07-31,4528.85,4444.25,4534.2,4432.85,84.26M,0.02
2007-07-30,4440.05,4442.35,4493.05,4403.7,94.93M,-0.0012
2007-07-27,4445.2,4618.65,4618.9,4424.25,134.57M,-0.0378
2007-07-26,4619.8,4593.1,4624.3,4570.8,128.90M,0.0068
2007-07-25,4588.7,4620.5,4620.5,4555.8,108.55M,-0.0069
2007-07-24,4620.75,4620.05,4647.95,4609.75,81.34M,0.0003
2007-07-23,4619.35,4564.25,4628.45,4547.2,76.30M,0.0117
2007-07-20,4566.05,4563.75,4600.8,4553.8,87.67M,0.0009
2007-07-19,4562.1,4500.35,4573.0,4496.2,84.00M,0.0139
2007-07-18,4499.55,4498.65,4510.8,4452.85,78.47M,0.0006
2007-07-17,4496.75,4497.1,4550.25,4488.25,98.18M,-0.0034
2007-07-16,4512.15,4505.95,4521.85,4495.95,100.80M,0.0017
2007-07-13,4504.55,4446.4,4513.9,4446.05,126.46M,0.0131
2007-07-12,4446.15,4388.05,4451.95,4387.05,94.21M,0.0134
2007-07-11,4387.15,4403.8,4411.45,4344.7,77.61M,-0.0043
2007-07-10,4406.05,4419.1,4434.45,4393.0,72.59M,-0.003
2007-07-09,4419.4,4385.45,4427.55,4385.45,59.06M,0.0079
2007-07-06,4384.85,4353.1,4411.0,4304.0,83.29M,0.0071
2007-07-05,4353.95,4359.2,4378.55,4311.8,63.67M,-0.0012
2007-07-04,4359.3,4358.25,4386.45,4342.0,62.53M,0.0004
2007-07-03,4357.55,4315.05,4363.35,4313.55,60.04M,0.0102
2007-07-02,4313.75,4318.4,4346.75,4305.45,64.31M,-0.0011
2007-06-29,4318.3,4282.4,4321.35,4280.95,72.07M,0.0085
2007-06-28,4282.0,4263.9,4291.4,4256.9,117.44M,0.0042
2007-06-27,4263.95,4286.2,4294.2,4255.25,76.76M,-0.0051
2007-06-26,4285.7,4259.4,4296.15,4250.1,78.18M,0.0062
2007-06-25,4259.4,4251.4,4264.25,4236.3,75.53M,0.0017
2007-06-22,4252.05,4267.55,4278.85,4242.5,65.62M,-0.0036
2007-06-21,4267.4,4248.65,4275.35,4220.1,71.84M,0.0044
2007-06-20,4248.65,4214.3,4257.0,4214.3,65.96M,0.0082
2007-06-19,4214.3,4143.85,4222.4,4136.15,56.23M,0.0162
2007-06-18,4147.1,4177.0,4208.15,4140.25,51.44M,-0.0058
2007-06-15,4171.45,4186.4,4209.45,4153.7,62.45M,0.0003
2007-06-14,4170.0,4113.2,4174.05,4112.85,62.82M,0.0138
2007-06-13,4113.05,4155.2,4161.8,4102.95,63.99M,-0.0101
2007-06-12,4155.2,4139.7,4166.85,4100.8,73.32M,0.0023
2007-06-11,4145.6,4183.75,4205.2,4134.95,82.51M,0.0001
2007-06-08,4145.0,4179.5,4195.15,4126.1,101.08M,-0.0083
2007-06-07,4179.5,4197.6,4230.05,4130.5,85.73M,-0.0045
2007-06-06,4198.25,4285.75,4324.1,4190.95,83.44M,-0.0202
2007-06-05,4284.65,4268.9,4292.5,4249.1,77.38M,0.0041
2007-06-04,4267.05,4300.7,4362.95,4256.45,81.07M,-0.007
2007-06-01,4297.05,4296.05,4325.8,4288.55,72.92M,0.0003
2007-05-31,4295.8,4250.25,4306.75,4250.25,105.56M,0.0109
2007-05-30,4249.65,4292.7,4301.6,4241.35,88.08M,-0.0102
2007-05-29,4293.25,4257.6,4298.85,4248.9,70.65M,0.0086
2007-05-28,4256.55,4248.35,4295.6,4242.8,82.69M,0.002
2007-05-25,4248.15,4197.85,4256.4,4141.35,87.03M,0.0103
2007-05-24,4204.9,4246.2,4250.85,4189.05,79.31M,-0.0097
2007-05-23,4246.2,4279.6,4291.4,4231.05,84.52M,-0.0075
2007-05-22,4278.1,4263.1,4281.6,4234.1,85.01M,0.004
2007-05-21,4260.9,4217.65,4269.35,4217.55,92.55M,0.011
2007-05-18,4214.5,4216.5,4228.45,4177.0,68.60M,-0.0012
2007-05-17,4219.55,4172.1,4232.45,4172.1,91.72M,0.0117
2007-05-16,4170.95,4125.4,4181.0,4113.05,86.97M,0.0123
2007-05-15,4120.3,4134.3,4150.45,4102.45,82.69M,-0.0034
2007-05-14,4134.3,4078.8,4151.3,4072.45,95.13M,0.0141
2007-05-11,4076.65,4070.2,4094.65,3981.15,101.59M,0.0024
2007-05-10,4066.8,4079.6,4134.2,4057.55,74.02M,-0.0031
